                                    Adj Close
Price                                        
Ticker                                   TSLA
Date                                      NaN
2020-01-02 00:00:00+00:00   28.68400001525879
2020-01-03 00:00:00+00:00  29.534000396728516
2020-01-06 00:00:00+00:00    30.1026668548584
2020-01-07 00:00:00+00:00  31.270666122436523
2020-01-08 00:00:00+00:00   32.80933380126953
2020-01-09 00:00:00+00:00  32.089332580566406
2020-01-10 00:00:00+00:00  31.876667022705078
2020-01-13 00:00:00+00:00  34.990665435791016
2020-01-14 00:00:00+00:00  35.861331939697266
2020-01-15 00:00:00+00:00   34.56666564941406
2020-01-16 00:00:00+00:00     34.232666015625
2020-01-17 00:00:00+00:00   34.03333282470703
2020-01-21 00:00:00+00:00   36.47999954223633
2020-01-22 00:00:00+00:00   37.97066879272461
2020-01-23 00:00:00+00:00   38.14666748046875
2020-01-24 00:00:00+00:00  37.654666900634766
2020-01-27 00:00:00+00:00  37.201332092285156
2020-01-28 00:00:00+00:00  37.793331146240234
2020-01-29 00:00:00+00:00     38.732666015625
2020-01-30 00:00:00+00:00   42.72066879272461
2020-01-31 00:00:00+00:00  43.371334075927734
2020-02-03 00:00:00+00:00                52.0
2020-02-04 00:00:00+00:00  59.137332916259766
2020-02-05 00:00:00+00:00   48.97999954223633
2020-02-06 00:00:00+00:00  49.930667877197266
2020-02-07 00:00:00+00:00  49.871334075927734
2020-02-10 00:00:00+00:00   51.41866683959961
2020-02-11 00:00:00+00:00   51.62533187866211
2020-02-12 00:00:00+00:00   51.15266799926758
2020-02-13 00:00:00+00:00  53.599998474121094
2020-02-14 00:00:00+00:00   53.33533477783203
2020-02-18 00:00:00+00:00   57.22666549682617
2020-02-19 00:00:00+00:00   61.16133117675781
2020-02-20 00:00:00+00:00   59.96066665649414
2020-02-21 00:00:00+00:00   60.06666564941406
2020-02-24 00:00:00+00:00   55.58599853515625
2020-02-25 00:00:00+00:00   53.32733154296875
2020-02-26 00:00:00+00:00   51.91999816894531
2020-02-27 00:00:00+00:00  45.266666412353516
2020-02-28 00:00:00+00:00   44.53266525268555
